Location,Shot_Number,Period,Game_Clock,Shot_Clock,Dribbles,Touch_Time,Shot_Dist,Pts_Type,Shot_Result,Player_Name
A,10,3,10:29:00 AM,14,3,4.3,15.9,2,missed,stephen curry
A,11,3,7:36:00 AM,15.2,12,9.5,4.7,2,missed,stephen curry
A,12,4,6:45:00 AM,21,0,1,24.3,3,missed,stephen curry
A,13,4,4:09:00 AM,7.4,4,5.7,12.9,2,missed,stephen curry
A,14,4,3:11:00 AM,11.5,0,0.7,24.3,3,missed,stephen curry
A,15,4,12:39:00 AM,7.3,21,16.8,23.1,2,missed,stephen curry
H,1,1,10:08:00 AM,17.6,0,0.8,26.4,3,made,stephen curry
H,2,1,9:43:00 AM,21.4,0,0.9,26.5,3,missed,stephen curry
H,3,1,8:29:00 AM,17.9,7,6,16.7,2,missed,stephen curry
H,4,1,5:01:00 AM,19.8,3,3.4,3.2,2,made,stephen curry
H,5,1,3:11:00 AM,20.1,4,3.9,24.6,3,missed,stephen curry
H,6,1,2:23:00 AM,9.6,0,1.6,26,3,made,stephen curry
H,7,1,1:37:00 AM,11.2,0,1,21.8,2,missed,stephen curry
H,8,2,4:09:00 AM,18.6,6,4.4,24.4,3,missed,stephen curry
H,9,3,3:29:00 AM,7.7,0,0.7,24,3,missed,stephen curry
A,1,1,9:42:00 AM,19.9,3,2.2,23.8,2,missed,stephen curry
A,2,1,4:38:00 AM,16.7,8,6.9,27,3,made,stephen curry
A,3,1,3:33:00 AM,3.9,9,5.2,11.8,2,missed,stephen curry
A,4,1,1:10:00 AM,23.6,0,0.7,21.7,3,missed,stephen curry
A,5,2,4:17:00 AM,10.7,0,0.9,5.5,2,missed,stephen curry
A,6,2,3:41:00 AM,11.6,1,1.6,24.3,3,made,stephen curry
A,7,2,1:50:00 AM,14.8,1,1.2,1,2,made,stephen curry
A,8,2,1:32:00 AM,19,4,4,25.6,3,made,stephen curry
A,9,2,12:13:00 AM,6.3,16,17.7,24.2,2,missed,stephen curry
A,10,3,10:43:00 AM,14.4,0,0.7,23.8,3,made,stephen curry
A,11,3,10:12:00 AM,16.2,7,8.1,9.7,2,missed,stephen curry
A,12,3,9:35:00 AM,8.5,0,0.8,1.4,2,made,stephen curry
A,13,3,8:56:00 AM,18.1,7,6.5,1.2,2,made,stephen curry
A,14,3,6:48:00 AM,18.3,0,0,7,2,made,stephen curry
A,15,3,6:20:00 AM,11.9,2,4,25.1,3,made,stephen curry
A,16,3,3:02:00 AM,16,10,7.6,3.9,2,made,stephen curry
A,17,3,12:55:00 AM,18.7,3,2.9,25.5,3,missed,stephen curry
A,18,3,12:23:00 AM,22.8,0,1,25.2,3,missed,stephen curry
A,19,3,12:01:00 AM,,1,3.1,37.8,3,missed,stephen curry
H,1,1,11:48:00 AM,12.3,1,2.5,25,3,missed,stephen curry
H,2,1,7:46:00 AM,15.8,9,8,24.6,3,missed,stephen curry
H,3,1,6:34:00 AM,18.8,7,6,18.7,2,made,stephen curry
H,4,1,4:05:00 AM,18.3,6,5.8,20.7,2,made,stephen curry
H,5,1,3:41:00 AM,17.9,7,5.9,19.9,2,made,stephen curry
H,6,1,2:37:00 AM,12,0,0.9,24.4,3,missed,stephen curry
H,7,1,2:20:00 AM,19.3,6,4.3,6,2,missed,stephen curry
H,8,2,4:25:00 AM,17.4,8,6.1,2.5,2,made,stephen curry
H,9,2,2:44:00 AM,11.7,2,2.3,23.7,3,made,stephen curry
H,10,2,1:26:00 AM,19.3,3,3.6,24.9,3,made,stephen curry
H,11,3,11:35:00 AM,18.3,6,4.5,16.3,2,missed,stephen curry
H,12,3,6:33:00 AM,17,9,8.2,18.3,2,missed,stephen curry
H,13,3,4:59:00 AM,10,0,0,1.1,2,made,stephen curry
H,14,3,4:26:00 AM,7.1,1,3.3,18.9,2,missed,stephen curry
H,15,3,12:01:00 AM,,4,2.9,26,3,made,stephen curry
H,1,1,11:24:00 AM,14.1,0,2.3,21,2,made,stephen curry
H,2,1,3:36:00 AM,14.9,0,1.7,22.1,3,missed,stephen curry
H,3,2,3:24:00 AM,12.9,4,3.9,14.8,2,missed,stephen curry
H,4,3,11:41:00 AM,5.5,0,0.7,24.9,3,made,stephen curry
H,5,3,10:15:00 AM,16,0,0.5,27.2,3,missed,stephen curry
H,6,3,5:11:00 AM,15.2,4,7.9,1.3,2,made,stephen curry
H,7,3,3:33:00 AM,4,1,1.8,23.1,3,made,stephen curry
H,8,4,9:41:00 AM,16,0,0.9,24.8,3,missed,stephen curry
H,9,4,8:50:00 AM,21,1,2.1,1.5,2,made,stephen curry
H,10,4,7:56:00 AM,18.1,6,6,22.3,2,missed,stephen curry
H,11,4,6:28:00 AM,12.1,0,0.6,26.1,3,missed,stephen curry
H,12,4,5:33:00 AM,9,0,0.7,25.2,3,made,stephen curry
H,1,1,9:30:00 AM,20.9,1,2,25.1,3,missed,stephen curry
H,2,1,9:12:00 AM,18,5,6.4,10.6,2,made,stephen curry
H,3,1,5:36:00 AM,18.6,4,3.9,5.1,2,missed,stephen curry
H,4,1,3:18:00 AM,19.8,3,4.8,2,2,made,stephen curry
H,5,1,2:44:00 AM,16.4,3,4.5,10.6,2,made,stephen curry
H,6,1,2:11:00 AM,16.3,0,1.2,23,3,missed,stephen curry
H,7,2,3:43:00 AM,15.8,1,1.9,22,3,missed,stephen curry
H,8,3,11:04:00 AM,16.8,9,7.1,5.3,2,made,stephen curry
H,9,3,9:23:00 AM,17.3,9,6.8,19,2,made,stephen curry
H,10,3,8:51:00 AM,24,0,3,25.8,3,missed,stephen curry
H,11,3,6:36:00 AM,19.2,6,5,3.2,2,made,stephen curry
H,12,3,5:03:00 AM,16.8,5,7.7,9.2,2,made,stephen curry
H,13,3,4:28:00 AM,16.5,8,7.1,24.3,3,missed,stephen curry
H,14,3,3:52:00 AM,6.9,9,9.2,3.9,2,missed,stephen curry
H,15,4,5:53:00 AM,14.6,3,3.5,8.3,2,missed,stephen curry
H,16,4,5:19:00 AM,16,4,4.5,24.9,3,missed,stephen curry
H,17,4,4:16:00 AM,18.9,6,4.7,17,2,missed,stephen curry
H,18,4,12:52:00 AM,22.7,0,1.4,30.3,3,missed,stephen curry
A,1,1,9:30:00 AM,12.7,0,0.7,28,3,made,stephen curry
A,2,1,9:10:00 AM,16.4,8,7.1,9.8,2,made,stephen curry
A,3,1,8:45:00 AM,19.4,0,1.7,27.8,3,missed,stephen curry
A,4,1,6:51:00 AM,15.4,1,2.7,21.9,2,missed,stephen curry
A,5,1,6:36:00 AM,24,2,1.3,23.3,3,made,stephen curry
A,6,1,4:59:00 AM,20.6,0,1,25.3,3,missed,stephen curry
A,7,2,6:44:00 AM,8.2,0,1,7.4,2,missed,stephen curry
A,8,2,5:42:00 AM,11.7,0,0.4,22.4,3,made,stephen curry
A,9,2,3:43:00 AM,12.6,1,1,8.4,2,made,stephen curry
A,10,2,2:50:00 AM,3.1,0,0.8,24.7,3,made,stephen curry
A,11,2,2:42:00 AM,22.9,1,1.8,0.6,2,made,stephen curry
A,12,2,1:40:00 AM,2,4,3.6,24,3,missed,stephen curry
A,13,3,11:44:00 AM,8,0,1.7,24.4,3,missed,stephen curry
A,14,3,11:35:00 AM,18.2,3,4.1,3.9,2,made,stephen curry
A,15,3,9:22:00 AM,7.1,3,2.3,18.8,2,missed,stephen curry
A,16,4,8:47:00 AM,15.1,4,3,11.3,2,made,stephen curry
A,17,4,7:54:00 AM,15.4,3,2.4,24.7,3,missed,stephen curry
A,18,4,7:31:00 AM,16.6,3,3,3.3,2,made,stephen curry
A,19,4,6:19:00 AM,9.6,0,0.7,25,3,missed,stephen curry
A,20,4,2:43:00 AM,18.4,6,6.3,21.7,2,missed,stephen curry
A,1,1,8:13:00 AM,7.2,0,0.3,2.2,2,made,stephen curry
A,2,1,7:51:00 AM,16.7,6,7.1,6.9,2,made,stephen curry
A,3,1,7:11:00 AM,14.4,8,7.9,25.8,3,made,stephen curry
A,4,1,6:43:00 AM,10.9,1,2.5,16.7,2,missed,stephen curry
A,5,1,2:25:00 AM,17.3,6,6.4,20.4,2,made,stephen curry
A,6,2,6:41:00 AM,16.5,7,7.1,1.5,2,made,stephen curry
A,7,2,5:41:00 AM,17.1,5,6.6,27.3,3,missed,stephen curry
A,8,2,4:06:00 AM,17.5,4,6.8,3.4,2,missed,stephen curry
A,9,2,1:58:00 AM,11.6,9,6.5,21.2,2,missed,stephen curry
A,10,3,10:05:00 AM,8.6,1,1.9,25,3,made,stephen curry
A,11,3,8:37:00 AM,11.3,1,3.4,25,3,missed,stephen curry
A,12,3,7:15:00 AM,18.5,0,0.9,22.4,3,made,stephen curry
A,13,3,6:25:00 AM,22.2,3,1.8,24.6,3,made,stephen curry
A,14,3,5:31:00 AM,19.5,3,2.4,25.7,3,missed,stephen curry
A,15,4,6:19:00 AM,20.1,6,4.7,12,2,made,stephen curry
A,16,4,4:59:00 AM,21.9,2,3.6,1.7,2,made,stephen curry
A,17,4,2:20:00 AM,13.3,0,0.7,24,3,made,stephen curry
A,18,4,1:29:00 AM,7.2,16,16.2,7.4,2,made,stephen curry
A,19,4,1:04:00 AM,6.6,23,16.8,25.4,3,made,stephen curry
H,1,1,10:31:00 AM,8,0,0.6,24.3,3,missed,stephen curry
H,2,1,7:47:00 AM,16.7,6,5.5,6.6,2,missed,stephen curry
H,3,1,6:20:00 AM,13.1,0,0.6,23.4,3,made,stephen curry
H,4,1,6:15:00 AM,23.3,0,0.9,7.6,2,made,stephen curry
H,5,1,4:28:00 AM,20,5,4.7,3,2,made,stephen curry
H,6,1,3:53:00 AM,15.4,12,7.2,11.6,2,missed,stephen curry
H,7,2,6:21:00 AM,17.8,9,6.7,20,2,made,stephen curry
H,8,2,3:33:00 AM,15.8,10,8.1,22.7,3,made,stephen curry
H,9,2,3:14:00 AM,14.9,7,5.8,26.2,3,missed,stephen curry
H,10,2,12:24:00 AM,1.1,0,0.9,22.6,3,made,stephen curry
H,11,3,11:15:00 AM,11,0,0.5,22.8,3,missed,stephen curry
H,12,4,10:58:00 AM,17.8,8,6.6,20.2,2,missed,stephen curry
H,13,4,10:37:00 AM,15,0,0,11.6,2,missed,stephen curry
H,14,4,10:01:00 AM,16.7,6,8.1,4.5,2,missed,stephen curry
H,15,4,8:18:00 AM,9.5,0,0.7,18.8,2,made,stephen curry
H,16,4,7:41:00 AM,8.9,3,4.2,25.5,3,missed,stephen curry
H,17,4,3:44:00 AM,10.2,1,1.7,24.6,3,made,stephen curry
H,18,4,3:20:00 AM,13,5,3.5,13.1,2,made,stephen curry
A,1,1,10:59:00 AM,5.2,1,1.5,17.1,2,missed,stephen curry
A,2,1,9:26:00 AM,15.4,2,3.2,24.6,3,made,stephen curry
A,3,1,8:12:00 AM,14.4,0,0.9,3.2,2,made,stephen curry
A,4,1,7:46:00 AM,16.9,2,2.9,16.1,2,made,stephen curry
A,5,1,5:56:00 AM,19.9,0,0.8,27.5,3,missed,stephen curry
A,6,1,4:12:00 AM,10.4,0,0.6,20.2,2,missed,stephen curry
A,7,2,5:01:00 AM,17.7,7,6.8,19.3,2,made,stephen curry
A,8,2,4:23:00 AM,10.1,5,5.2,21,2,missed,stephen curry
A,9,2,2:49:00 AM,18.3,5,4.4,6.1,2,missed,stephen curry
A,10,2,12:22:00 AM,11.4,14,12.2,21.7,2,missed,stephen curry
A,11,3,10:55:00 AM,17.3,1,2.4,2.3,2,missed,stephen curry
A,12,3,10:14:00 AM,16.1,11,9.4,18.8,2,made,stephen curry
A,13,3,8:26:00 AM,12.7,4,4.7,24.3,3,missed,stephen curry
A,14,3,7:01:00 AM,11.5,3,5.4,22.4,2,made,stephen curry
A,15,3,4:52:00 AM,22.6,1,2,25.8,3,missed,stephen curry
A,16,3,4:22:00 AM,15.6,5,4.6,22.6,3,missed,stephen curry
A,17,4,3:56:00 AM,15.3,2,1.9,5.7,2,missed,stephen curry
A,18,4,2:18:00 AM,18.2,7,6,20.9,2,missed,stephen curry
H,1,1,10:47:00 AM,19.3,6,5,7.1,2,missed,stephen curry
H,2,1,6:54:00 AM,14.3,2,2.8,19.7,2,made,stephen curry
H,3,1,6:23:00 AM,14.1,1,1.3,24.2,3,missed,stephen curry
H,4,1,6:04:00 AM,20,0,1.4,10,2,missed,stephen curry
H,5,1,5:06:00 AM,7.5,0,1,23.8,3,made,stephen curry
H,6,1,3:48:00 AM,15.8,0,1.3,19,2,made,stephen curry
H,7,1,3:21:00 AM,19,6,6,11.9,2,made,stephen curry
H,8,1,2:15:00 AM,18.6,0,0.8,25.3,3,made,stephen curry
H,9,1,12:50:00 AM,8.7,1,2.8,25.8,3,missed,stephen curry
H,10,2,4:13:00 AM,6.5,0,0.6,8.2,2,made,stephen curry
H,11,2,1:06:00 AM,0.7,0,1,13.9,2,missed,stephen curry
H,12,3,11:31:00 AM,7,3,2.9,24.5,3,missed,stephen curry
H,13,3,7:48:00 AM,14.6,2,3.9,2.3,2,missed,stephen curry
H,14,3,6:38:00 AM,16.8,3,6.3,2.5,2,made,stephen curry
H,15,3,5:10:00 AM,7.4,0,0.7,25.6,3,made,stephen curry
H,16,3,3:29:00 AM,16.4,6,5.9,24.6,3,missed,stephen curry
H,17,4,7:05:00 AM,15.5,9,8.8,7.8,2,made,stephen curry
H,18,4,6:31:00 AM,21.5,3,3.6,24.6,3,missed,stephen curry
H,19,4,2:18:00 AM,14.8,9,9.6,11.1,2,made,stephen curry
A,1,1,7:32:00 AM,16.9,2,2.5,10.9,2,made,stephen curry
A,2,1,5:12:00 AM,10,2,1.9,24.2,3,missed,stephen curry
A,3,2,8:52:00 AM,14.6,2,2.2,2.7,2,made,stephen curry
A,4,2,6:45:00 AM,20.4,8,4.8,1.6,2,made,stephen curry
A,5,2,5:39:00 AM,19.2,6,5.5,27.8,3,missed,stephen curry
A,6,2,5:03:00 AM,15,3,2.8,11.4,2,missed,stephen curry
A,7,2,1:10:00 AM,16.9,8,6.5,6.2,2,missed,stephen curry
A,8,3,10:22:00 AM,10.6,0,0.7,23.3,3,missed,stephen curry
A,9,3,8:05:00 AM,16.6,0,2,27.4,3,missed,stephen curry
A,10,3,4:29:00 AM,19,6,5.2,25.4,3,made,stephen curry
A,11,3,2:36:00 AM,17,6,6.9,2.9,2,missed,stephen curry
A,12,3,12:45:00 AM,20.3,4,3.4,24.9,3,missed,stephen curry
A,13,4,6:01:00 AM,19.7,7,5.1,3.2,2,made,stephen curry
A,14,4,3:30:00 AM,3.1,12,8.7,6.5,2,made,stephen curry
A,15,4,2:15:00 AM,3.7,4,4.8,23.4,3,missed,stephen curry
A,16,4,1:33:00 AM,3.3,0,0.6,25,3,made,stephen curry
A,17,4,12:34:00 AM,12.2,15,12.3,25.6,3,missed,stephen curry
H,1,1,11:29:00 AM,3.7,1,3.6,15.7,2,made,anthony davis
H,2,1,8:39:00 AM,12.5,0,2.4,20,2,missed,anthony davis
H,3,1,7:06:00 AM,13,0,1.1,18.8,2,missed,anthony davis
H,4,1,5:37:00 AM,11.2,0,1.5,3.9,2,missed,anthony davis
H,5,1,5:12:00 AM,13.5,1,2.6,5,2,missed,anthony davis
H,6,1,4:31:00 AM,13,0,0.1,2.5,2,made,anthony davis
H,7,1,3:46:00 AM,6.4,0,0.9,3.3,2,made,anthony davis
H,8,1,1:38:00 AM,24,0,0,1,2,made,anthony davis
H,9,1,12:00:00 AM,,1,1,14.1,2,missed,anthony davis
H,10,2,11:46:00 AM,23.3,0,1,14.7,2,missed,anthony davis
H,11,2,10:05:00 AM,19.8,1,1.2,4.6,2,made,anthony davis
H,12,2,3:38:00 AM,12.1,0,1.1,2.6,2,made,anthony davis
H,13,2,2:44:00 AM,18.7,0,0.2,3,2,made,anthony davis
H,14,2,2:17:00 AM,24,1,0.8,2.8,2,made,anthony davis
H,15,2,1:48:00 AM,13.5,0,0.8,20.5,2,missed,anthony davis
H,16,3,11:50:00 AM,15,0,0.8,19.4,2,missed,anthony davis
H,17,3,11:04:00 AM,21.9,1,2.8,3.2,2,made,anthony davis
H,18,3,10:35:00 AM,15.3,0,0.8,19.7,2,made,anthony davis
H,19,3,8:28:00 AM,21,0,0.5,4.8,2,made,anthony davis
H,20,3,7:38:00 AM,0.3,0,0.6,19.6,2,missed,anthony davis
H,21,3,6:57:00 AM,10.3,1,2,4.4,2,missed,anthony davis
H,22,3,6:02:00 AM,9.1,2,4.7,16,2,made,anthony davis
H,23,3,5:27:00 AM,9,1,1.6,15.7,2,missed,anthony davis
H,24,3,2:21:00 AM,12.6,1,1.7,16.3,2,made,anthony davis
H,25,4,10:59:00 AM,8.3,1,5.1,10.6,2,made,anthony davis
H,26,4,5:28:00 AM,10.4,0,0.9,18.5,2,missed,anthony davis
H,27,4,5:08:00 AM,17.2,0,0.8,2.9,2,made,anthony davis
H,28,4,4:07:00 AM,3.6,6,9.9,15,2,missed,anthony davis
H,29,4,1:17:00 AM,16.7,0,0.8,19.4,2,made,anthony davis
H,30,4,12:19:00 AM,8,0,1,19.4,2,made,anthony davis
A,1,1,10:47:00 AM,5.7,0,0.9,18.6,2,missed,anthony davis
A,2,1,7:31:00 AM,5.6,0,0,9.5,2,made,anthony davis
A,3,1,7:06:00 AM,10,0,0.9,19.3,2,missed,anthony davis
A,4,1,5:52:00 AM,9.9,1,4.7,14.6,2,missed,anthony davis
A,5,1,4:54:00 AM,14.9,0,0.6,5.9,2,made,anthony davis
A,6,1,4:24:00 AM,12.2,0,1.5,20.2,2,missed,anthony davis
A,7,1,3:42:00 AM,22.9,0,1.2,5.4,2,missed,anthony davis
A,8,1,3:40:00 AM,23.1,0,0.4,4.4,2,missed,anthony davis
A,1,1,11:30:00 AM,11.9,0,1,11.7,2,made,anthony davis
A,2,1,10:32:00 AM,11.2,0,5.5,18.1,2,missed,anthony davis
A,3,1,4:04:00 AM,11.6,0,1,19.7,2,missed,anthony davis
A,4,1,12:20:00 AM,,0,-1,10.3,2,missed,anthony davis
A,5,2,5:53:00 AM,14.2,0,0.6,2.5,2,made,anthony davis
A,6,2,4:48:00 AM,4.6,1,5,11.8,2,missed,anthony davis
A,7,2,1:45:00 AM,6.5,2,5.4,6.9,2,missed,anthony davis
A,8,2,1:19:00 AM,10,0,1,16.7,2,made,anthony davis
A,9,2,12:41:00 AM,6.5,0,0.9,18.5,2,made,anthony davis
A,10,3,11:02:00 AM,8.4,1,4.5,6.6,2,missed,anthony davis
A,11,3,8:33:00 AM,12.1,1,1.8,4.7,2,missed,anthony davis
A,12,3,6:05:00 AM,14.2,0,0.9,20.2,2,missed,anthony davis
A,13,3,5:29:00 AM,9,2,1.5,3.5,2,missed,anthony davis
A,14,3,2:24:00 AM,16.1,0,0.6,1.7,2,made,anthony davis
A,15,4,5:50:00 AM,12.1,0,1.2,16.5,2,missed,anthony davis
H,1,1,11:19:00 AM,3.6,0,0.7,19.4,2,missed,anthony davis
H,2,1,10:48:00 AM,22.8,0,0,3.2,2,missed,anthony davis
H,3,1,10:32:00 AM,14.5,1,1.6,9.6,2,missed,anthony davis
H,4,1,9:15:00 AM,2.7,0,3.9,18.4,2,missed,anthony davis
H,5,1,8:01:00 AM,13,1,2.6,7.5,2,missed,anthony davis
H,6,1,5:13:00 AM,7.2,2,4.1,14.6,2,made,anthony davis
H,7,1,4:49:00 AM,19.5,0,1.1,7.1,2,missed,anthony davis
H,8,1,2:45:00 AM,9.2,2,5.3,2.6,2,made,anthony davis
H,9,1,2:01:00 AM,13.1,1,2.8,2.6,2,made,anthony davis
H,10,2,6:20:00 AM,10.6,0,0.9,15.8,2,missed,anthony davis
H,11,2,5:30:00 AM,20,0,0.9,3,2,made,anthony davis
A,1,1,11:12:00 AM,14,0,0.9,19,2,made,anthony davis
A,2,1,6:17:00 AM,6.5,0,0.8,18.3,2,missed,anthony davis
A,3,1,5:37:00 AM,9.5,0,0.6,7.7,2,missed,anthony davis
A,4,1,5:36:00 AM,9.3,0,0.1,6.6,2,missed,anthony davis
A,5,1,3:51:00 AM,10.6,0,1,17.2,2,made,anthony davis
A,6,1,2:49:00 AM,12,0,0.6,3.3,2,made,anthony davis
A,7,2,5:39:00 AM,15,0,1.5,18.3,2,made,anthony davis
A,8,2,3:11:00 AM,21.1,1,4.7,1.2,2,missed,anthony davis
A,9,2,2:12:00 AM,8.4,0,0,2.9,2,made,anthony davis
A,10,2,1:08:00 AM,10.8,0,0.4,0.8,2,missed,anthony davis
A,11,3,8:45:00 AM,13.2,0,1.1,18.5,2,missed,anthony davis
A,12,3,7:26:00 AM,11,0,0.9,5.7,2,made,anthony davis
A,13,3,6:06:00 AM,3.9,3,4.6,10.5,2,missed,anthony davis
A,14,3,5:43:00 AM,5.9,0,1.5,4.6,2,made,anthony davis
A,15,3,3:51:00 AM,11,6,3.7,9.5,2,made,anthony davis
A,16,3,1:18:00 AM,14.7,0,0.8,18.1,2,made,anthony davis
A,17,3,12:12:00 AM,6.1,0,0.7,4.9,2,made,anthony davis
A,18,4,11:39:00 AM,11,0,0.7,4.8,2,made,anthony davis
A,19,4,8:14:00 AM,12.4,2,3.4,6.9,2,made,anthony davis
A,20,4,4:00:00 AM,6.8,0,0.9,19.6,2,made,anthony davis
A,21,4,3:22:00 AM,10.8,0,0.9,18.2,2,missed,anthony davis
A,22,4,2:12:00 AM,14,0,2.7,4,2,made,anthony davis
A,23,4,12:00:00 AM,,0,0.7,28.9,3,made,anthony davis
H,1,1,8:27:00 AM,9.6,2,5.3,16.4,2,made,anthony davis
H,2,1,6:50:00 AM,15,0,1.6,18.7,2,missed,anthony davis
H,3,1,5:41:00 AM,16.2,0,0.9,19.7,2,made,anthony davis
H,4,1,3:55:00 AM,13.5,0,0.8,20.1,2,missed,anthony davis
H,5,1,3:28:00 AM,24,1,1.7,3.5,2,made,anthony davis
H,6,2,4:35:00 AM,5.1,0,0.9,19.5,2,missed,anthony davis
H,7,2,3:07:00 AM,11.9,0,1.1,17.4,2,missed,anthony davis
H,8,2,2:24:00 AM,10.5,1,4.8,6.5,2,made,anthony davis
H,9,2,1:44:00 AM,8,2,5.2,4.8,2,missed,anthony davis
H,10,2,1:13:00 AM,11.8,0,1.7,20.4,2,missed,anthony davis
H,11,2,12:50:00 AM,12.1,1,1.2,3.3,2,missed,anthony davis
H,12,3,11:19:00 AM,7.8,1,1.7,3.7,2,made,anthony davis
H,13,3,10:44:00 AM,24,0,6.2,1.6,2,made,anthony davis
H,14,3,6:51:00 AM,9.4,0,0.7,17.3,2,missed,anthony davis
H,15,3,6:18:00 AM,8,2,7,7,2,missed,anthony davis
H,16,3,1:32:00 AM,9.2,0,0.8,16.9,2,missed,anthony davis
H,17,3,1:02:00 AM,10.9,2,4.1,2.7,2,made,anthony davis
H,18,4,11:50:00 AM,13.9,0,1,14.7,2,made,anthony davis
H,19,4,7:10:00 AM,13.4,0,0.4,1.2,2,made,anthony davis
H,20,4,6:04:00 AM,13.6,1,2.3,16.1,2,missed,anthony davis
H,21,4,2:28:00 AM,9.3,0,19.3,8.2,2,missed,anthony davis
H,1,1,9:50:00 AM,19.8,0,0.2,0.4,2,made,anthony davis
H,2,1,8:51:00 AM,12.1,0,1,15.2,2,missed,anthony davis
H,3,1,7:34:00 AM,14,0,0.9,20.4,2,made,anthony davis
H,4,1,6:12:00 AM,4.8,0,0.9,21.6,2,missed,anthony davis
H,5,1,5:00:00 AM,19,0,0.9,18.1,2,missed,anthony davis
H,6,1,3:08:00 AM,12.5,0,1.3,2.2,2,made,anthony davis
H,7,1,1:44:00 AM,16.3,0,0.9,17.5,2,missed,anthony davis
H,8,2,11:35:00 AM,14.9,0,0.8,3.3,2,made,anthony davis
H,9,2,11:13:00 AM,16,0,0,0.3,2,missed,anthony davis
H,10,2,10:18:00 AM,24,0,0,0.6,2,made,anthony davis
H,11,2,5:18:00 AM,24,0,0.9,3.7,2,made,anthony davis
H,12,2,3:51:00 AM,10.8,1,1.4,9.1,2,made,anthony davis
H,13,2,2:55:00 AM,9.2,0,1,21.1,2,made,anthony davis
H,14,3,11:17:00 AM,8.6,2,2.2,8.5,2,missed,anthony davis
H,15,3,9:35:00 AM,14.8,0,3.4,2.1,2,missed,anthony davis
H,16,3,5:31:00 AM,7.7,0,0.9,17.5,2,made,anthony davis
H,17,3,4:51:00 AM,9,0,0.7,5,2,made,anthony davis
H,18,3,2:59:00 AM,24,0,0.9,1.7,2,made,anthony davis
H,19,3,2:29:00 AM,20,0,1.8,7.7,2,missed,anthony davis
H,20,3,2:29:00 AM,20,0,0,6.9,2,missed,anthony davis
H,21,3,1:09:00 AM,5.5,0,0.8,14.6,2,made,anthony davis
H,22,4,4:47:00 AM,5,0,0.9,20.6,2,missed,anthony davis
H,23,4,3:01:00 AM,24,0,0.4,1.5,2,missed,anthony davis
H,1,1,11:32:00 AM,10.2,0,0.5,1.3,2,missed,anthony davis
H,2,1,7:48:00 AM,8.2,0,1.1,18,2,made,anthony davis
H,3,1,6:35:00 AM,8.2,1,5.6,6.6,2,made,anthony davis
H,4,1,6:06:00 AM,10.2,1,3.4,14.7,2,made,anthony davis
H,5,1,5:24:00 AM,12,0,2,17,2,missed,anthony davis
H,6,2,6:35:00 AM,12.3,1,1.2,5.4,2,made,anthony davis
H,7,2,5:44:00 AM,8.8,0,0.7,1.7,2,made,anthony davis
H,8,2,4:34:00 AM,10,1,3.5,8.9,2,made,anthony davis
H,9,2,1:53:00 AM,14,0,0.9,21.9,2,missed,anthony davis
H,10,3,11:37:00 AM,15.7,0,1.1,21,2,missed,anthony davis
H,11,3,9:48:00 AM,7.5,3,5.9,15.5,2,made,anthony davis
H,12,3,8:10:00 AM,8,2,3.5,14,2,missed,anthony davis
H,13,3,5:02:00 AM,6.4,2,4.5,8.7,2,missed,anthony davis
H,14,4,3:35:00 AM,4.2,2,2.8,11.3,2,made,anthony davis
H,15,4,3:00:00 AM,10.6,0,0.6,4.6,2,missed,anthony davis
H,1,1,10:12:00 AM,5,1,3.8,17.2,2,missed,anthony davis
H,2,1,8:43:00 AM,9.7,0,0.9,18.5,2,missed,anthony davis
H,3,1,8:07:00 AM,12,1,1.7,6.2,2,missed,anthony davis
H,4,1,7:06:00 AM,15.5,0,0.8,2,2,made,anthony davis
H,5,1,5:02:00 AM,9,1,3.6,4.1,2,made,anthony davis
H,6,1,3:48:00 AM,8.4,0,1.2,19.4,2,made,anthony davis
H,7,1,3:10:00 AM,8.2,0,1.1,4,2,made,anthony davis
H,8,1,2:10:00 AM,14.4,2,2.5,5.6,2,made,anthony davis
H,9,1,12:28:00 AM,24,0,0.1,1,2,made,anthony davis
H,10,2,6:25:00 AM,6.4,0,0.9,17.2,2,missed,anthony davis
H,11,2,5:38:00 AM,2,2,2.3,17.1,2,missed,anthony davis
H,12,2,3:58:00 AM,16.9,0,0.6,0.5,2,made,anthony davis
H,13,2,3:26:00 AM,20.4,1,2,4.7,2,made,anthony davis
H,14,3,11:12:00 AM,11.5,0,0.9,19,2,made,anthony davis
H,15,3,8:40:00 AM,12.5,0,1,17.9,2,missed,anthony davis
H,16,3,8:01:00 AM,24,0,0,1.5,2,missed,anthony davis
H,17,3,7:03:00 AM,11,1,3.2,9.4,2,made,anthony davis
H,18,3,6:45:00 AM,20.3,0,0.7,6.8,2,made,anthony davis
H,19,3,4:14:00 AM,24,0,1,3.9,2,made,anthony davis
H,1,1,10:52:00 AM,17.9,0,0.7,4.2,2,made,anthony davis
H,2,1,9:58:00 AM,5.6,0,0.7,18.1,2,missed,anthony davis
H,3,1,8:51:00 AM,15.6,0,1.5,17.8,2,missed,anthony davis
H,4,1,7:25:00 AM,23.3,0,1.4,2,2,made,anthony davis
H,5,1,5:55:00 AM,24,1,0.4,2.8,2,made,anthony davis
H,6,1,4:21:00 AM,7.8,0,0.4,3.8,2,missed,anthony davis
H,7,1,4:20:00 AM,6,0,1.2,4,2,missed,anthony davis
